rot 6.28
tra 0.05
temperature 0.5
total steps 12000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
225,-3.85096e-06,2.97337,0,85.9271,-8.79449e-07,45.776,0.128438,0,0,-3.85096e-06
226,-6.15063e-06,2.93891,0,81.9984,-9.09072e-07,45.776,0.128438,0,0,-6.15063e-06
227,-4.02456e-05,2.6327,0,60.5049,-1.26308e-06,45.776,0.128438,0,0,-4.02456e-05
228,-6.667e-05,2.5852,0,56.1161,-1.31168e-06,45.776,0.128438,0,0,-6.667e-05
229,-1.01148e-05,2.76304,0,76.6461,-1.07471e-06,45.776,0.128438,0,0,-1.01148e-05
230,-1.55486e-05,2.70605,0,68.3117,-1.21808e-06,45.776,0.128438,0,0,-1.55486e-05
231,-0.915145,1.43098,0,20.7608,-4.23776e-06,45.7515,0.311276,-0.156413,0,-0.915145
232,-3.53839e-05,2.54054,0,59.9932,-1.45665e-06,45.776,0.128438,0,0,-3.53839e-05
233,-0.00359088,1.99416,0,29.6157,-2.64992e-06,45.776,0.128438,-1.10859e-33,0,-0.00359088
234,-3.76514e-07,3.32209,0,125.621,-6.41677e-07,45.776,0.128438,0,0,-3.76514e-07
235,-4.09936e-09,4.06982,0,266.403,-2.97503e-07,45.776,0.128438,0,0,-4.09936e-09
236,-1.13217e-06,3.0861,0,103.874,-7.98688e-07,45.776,0.128438,0,0,-1.13217e-06
237,-4.72699e-05,2.42674,0,55.1685,-1.45532e-06,45.776,0.128438,0,0,-4.72699e-05
238,-7.78487e-05,2.20016,0,40.9135,-1.91688e-06,45.776,0.128438,0,0,-7.78487e-05
239,-1.10659e-05,2.75648,0,68.1564,-1.12722e-06,45.776,0.128438,0,0,-1.10659e-05
240,-3.46318e-07,3.37126,0,128.947,-5.84826e-07,45.776,0.128438,0,0,-3.46318e-07
241,-0.0039193,1.7944,0,23.9988,-3.24769e-06,45.776,0.128438,0,0,-0.0039193
242,-4.88828e-07,3.30995,0,120.759,-6.26196e-07,45.776,0.128438,0,0,-4.88828e-07
243,-1.64459e-09,4.20982,0,312.226,-2.5631e-07,45.776,0.128438,0,0,-1.64459e-09
244,-5.09863e-05,2.55275,0,60.1101,-1.40571e-06,45.776,0.128438,0,0,-5.09863e-05
245,-4.23279e-05,2.54109,0,62.1648,-1.31015e-06,45.776,0.128438,0,0,-4.23279e-05
246,-2.26305e-05,2.67236,0,64.3135,-1.30075e-06,45.776,0.128438,0,0,-2.26305e-05
247,-0.00340136,1.98064,0,33.9143,-2.91195e-06,45.776,0.128438,-5.85743e-43,0,-0.00340136
248,-0.00244778,2.0844,0,32.6142,-2.26563e-06,45.776,0.128438,0,0,-0.00244778
249,-7.61531e-06,2.86827,0,75.9236,-1.0092e-06,45.776,0.128438,0,0,-7.61531e-06
250,-9.98418e-07,3.10765,0,106.381,-7.54474e-07,45.776,0.128438,0,0,-9.98418e-07
251,-0.000114131,2.49998,0,58.9174,-1.31332e-06,45.776,0.128438,0,0,-0.000114131
