rot 6.28
tra 0.1
temperature 0.5
total steps 8000
step,etot,elhm,ekde,edst,eele,epmf,ehpc,ehdb,epsp,evdw
210,-1.3589e-05,2.80013,0,70.6109,-1.06232e-06,45.776,0.128438,0,0,-1.3589e-05
211,-9.9194e-06,2.79307,0,73.5886,-1.11542e-06,45.776,0.128438,0,0,-9.9194e-06
212,-0.00146795,2.07335,0,40.1766,-1.96568e-06,45.776,0.128438,0,0,-0.00146795
213,-2.58699e-05,2.59149,0,64.9417,-1.30592e-06,45.776,0.128438,0,0,-2.58699e-05
214,-0.038752,1.79512,0,31.27,-2.28678e-06,44.4977,0.128438,-5.7425e-09,0,-0.038752
215,-1.92404e-05,2.71162,0,65.7285,-1.21568e-06,45.776,0.128438,0,0,-1.92404e-05
216,-1.46705e-05,2.69075,0,69.0815,-1.22134e-06,45.776,0.128438,0,0,-1.46705e-05
217,-0.00200233,2.06894,0,34.5256,-2.71224e-06,45.776,0.128438,0,0,-0.00200233
218,-0.665632,1.43482,0,15.1927,-4.87851e-06,41.3333,0.147558,-0.0555852,0,-0.665632
219,-3.57017e-05,2.56172,0,63.4262,-1.28919e-06,45.776,0.128438,0,0,-3.57017e-05
220,-0.000873588,2.23766,0,39.1111,-1.91545e-06,45.776,0.128438,0,0,-0.000873588
221,-1.78468e-05,2.74491,0,67.657,-1.1082e-06,45.776,0.128438,0,0,-1.78468e-05
222,-1.79366e-05,2.76135,0,67.9885,-1.10672e-06,45.776,0.128438,0,0,-1.79366e-05
223,-1.17629e-05,2.71845,0,73.4001,-1.13852e-06,45.776,0.128438,0,0,-1.17629e-05
224,-0.635166,1.12435,2.25332e-19,14.8096,-8.22576e-06,28.5179,3.92372,-0.456023,0,-0.635166
225,-0.016581,1.57749,0,22.89,-4.4864e-06,45.2533,0.128438,-3.41385e-15,0,-0.016581
226,-0.000257854,2.25918,0,41.0798,-1.94329e-06,45.776,0.128438,0,0,-0.000257854
227,-0.0230972,1.79752,0,27.5492,-3.58008e-06,45.2804,0.128438,-5.15838e-14,0,-0.0230972
228,-0.000187809,2.35933,0,45.6757,-1.8178e-06,45.776,0.128438,0,0,-0.000187809
229,-1.62017e-05,2.67228,0,67.8669,-1.24783e-06,45.776,0.128438,0,0,-1.62017e-05
230,-0.00108756,2.01234,0,36.9651,-2.69687e-06,45.776,0.128438,0,0,-0.00108756
231,-0.000215964,2.25417,0,47.2149,-1.67721e-06,45.776,0.128438,0,0,-0.000215964
232,-2.2999e-05,2.68491,0,64.4444,-1.20323e-06,45.776,0.128438,0,0,-2.2999e-05
233,-3.65159e-05,2.56053,0,62.258,-1.32091e-06,45.776,0.128438,0,0,-3.65159e-05
234,-3.59959e-05,2.53525,0,59.131,-1.48153e-06,45.776,0.128438,0,0,-3.59959e-05
235,-3.12765e-05,2.62891,0,61.6772,-1.32914e-06,45.776,0.128438,0,0,-3.12765e-05
236,-1.99282,1.04506,0,11.7427,-6.53519e-06,48.3898,9.47241,-0.120601,0,-1.99282
237,-0.00128746,2.08075,0,35.5442,-2.4639e-06,45.776,0.128438,0,0,-0.00128746
238,-5.85095e-06,2.92489,0,80.7267,-9.07803e-07,45.776,0.128438,0,0,-5.85095e-06
239,-0.000102257,2.41185,0,54.5218,-1.49555e-06,45.776,0.128438,0,0,-0.000102257
240,-2.06569e-05,2.66006,0,65.3585,-1.28319e-06,45.776,0.128438,0,0,-2.06569e-05
241,-0.000225937,2.26485,0,43.569,-2.03269e-06,45.776,0.128438,0,0,-0.000225937
242,-2.66588e-06,3.0471,0,91.7844,-8.15368e-07,45.776,0.128438,0,0,-2.66588e-06
243,-3.07112e-07,3.32512,0,131.378,-6.12007e-07,45.776,0.128438,0,0,-3.07112e-07
244,-8.35115e-05,2.18966,0,41.7124,-1.86843e-06,45.776,0.128438,0,0,-8.35115e-05
245,-2.37666e-05,2.45506,0,54.3316,-1.42167e-06,45.776,0.128438,0,0,-2.37666e-05
246,-1.841e-05,2.61772,0,65.1221,-1.33147e-06,45.776,0.128438,0,0,-1.841e-05
247,-0.0266087,1.96073,0,31.6547,-3.20986e-06,42.9748,0.128438,-2.31568e-11,0,-0.0266087
248,-3.56946e-06,2.93225,0,88.9248,-9.45414e-07,45.776,0.128438,0,0,-3.56946e-06
249,-0.932835,0.721486,0.00066352,10.4346,-1.02568e-05,28.6331,1.96709,-0.302441,-0.588615,-0.932835
250,-1.48385e-05,2.78584,0,69.7516,-1.06649e-06,45.776,0.128438,0,0,-1.48385e-05
251,-8.39888e-05,2.52863,0,52.6961,-1.40412e-06,45.776,0.128438,0,0,-8.39888e-05
252,-4.90888e-05,2.50487,0,58.9936,-1.49136e-06,45.776,0.128438,0,0,-4.90888e-05
253,-0.298657,0.554367,2.41917e-05,3.26426,-7.09151e-06,42.6013,0.128114,-7.26958e-05,0,-0.298657
